43112.37872	1533993091
13094.75973	1533993192
11660.4299	1533993321
16064.09024	1533993408
22641.31461	1533993529
4116.865108	1533993636
18605.41087	1533993759
11304.06497	1533993889
16249.3724	1533994021
9994.604882	1533994123
14031.9478	1533994218
18603.52186	1533994328
27550.37706	1533994444
4675.350917	1533994567
15994.82162	1533994687
7308.230686	1533994819
10352.63626	1533994934
15473.39752	1533995063
6650.422586	1533995172
29999.4525	1533995310
16971.51658	1533995435
13817.71789	1533995584
9733.672648	1533995718
13524.5521	1533995825
11401.29042	1533995930
20450.9257	1533996053
3550.175275	1533996176
23458.11152	1533996326
12582.08155	1533996468
10147.10823	1533996594
10160.67315	1533996712
18325.28092	1533996831
9223.062179	1533996944
16595.48488	1533997054
12796.42985	1533997193
6244.586137	1533997331
5662.253352	1533997452
23575.0018	1533997578
14145.54489	1533997698
21138.06019	1533997859
9978.386746	1533997976
17036.567	1533998080
19880.11444	1533998215
15027.73978	1533998329
5940.607881	1533998479
25782.47192	1533998625
9298.262586	1533998762
15552.008	1533998883
18926.9593	1533998996
11215.3579	1533999134
29738.38751	1533999269
8244.334956	1533999376
12555.98584	1533999511
20101.57887	1533999638
15910.95805	1533999762
9550.071417	1533999926
17060.94958	1534000052
7792.569119	1534000176
16763.43534	1534000287
3690.04651	1534000389
9927.542373	1534000527
17111.42155	1534000650
22380.70794	1534000763
12854.52777	1534000888
18292.995	1534000999
14242.39999	1534001125
9475.525856	1534001262
18039.58656	1534001371
15641.81952	1534001495
20225.59783	1534001602
2568.356114	1534001725
16484.24247	1534001845
19725.19136	1534001965
14637.93365	1534002076
5549.55935	1534002173
7288.210621	1534002278
16783.80773	1534002411
23561.33185	1534002537
5601.708028	1534002641
27877.93116	1534002781
19736.79143	1534002888
2621.050625	1534003004
16461.62834	1534003120
10175.17622	1534003232
12563.47939	1534003342
7911.307712	1534003468
18586.6142	1534003569
24563.55244	1534003693
19044.93615	1534003822
3639.747384	1534003942
22572.00095	1534004047
16504.08893	1534004157
14509.37968	1534004272
8291.111019	1534004392
12642.47839	1534004502
17937.62461	1534004628
8275.822878	1534004753
12313.67491	1534004866
25880.301	1534004986
14924.64107	1534005099
17111.98142	1534005198
6787.926112	1534005328
23983.02234	1534005461
5813.665126	1534005586
10180.87951	1534005707
14494.84901	1534005819
19182.48954	1534005951
11685.48762	1534006070
12248.15792	1534006183
4780.787535	1534006305
28703.59577	1534006384
7627.067246	1534006511
8532.873995	1534006651
30725.1996	1534006764
